나이,성별,연소득,근속연수,주거형태,신용점수,기존대출건수,연간카드사용액,부채비율,대출신청액,대출목적,상환방식,대출기간,승인여부
46,남,3800,15,월세,622,4,1750,53.9,5900,주택구입,원리금균등,36,0
36,남,3300,10,월세,493,1,1770,56.0,2000,사업자금,원리금균등,36,1
33,남,6300,7,전세,611,1,2130,35.6,2400,전세자금,원금균등,36,1
47,남,3700,4,월세,465,0,2140,26.1,2900,생활비,원리금균등,36,1
31,남,2800,6,자가,463,1,2050,16.6,3200,사업자금,원리금균등,48,0
25,남,2600,1,자가,659,1,1780,22.7,2200,전세자금,원리금균등,48,1
23,여,2800,0,월세,613,2,900,24.7,3000,주택구입,원리금균등,36,0
43,여,4200,7,자가,576,0,1450,43.5,3800,생활비,원리금균등,48,1
26,남,1900,2,자가,543,1,700,28.2,1000,주택구입,원리금균등,48,1
53,남,4500,20,자가,625,1,1740,41.8,3100,주택구입,만기일시,24,1
23,여,1800,0,전세,563,0,370,41.6,2400,의료비,원리금균등,12,0
53,여,4700,1,전세,497,1,2850,17.1,1200,전세자금,원금균등,60,0
39,남,4500,12,전세,684,2,1660,24.0,3900,생활비,만기일시,48,1
37,남,4300,1,자가,527,2,2910,36.8,3500,생활비,만기일시,36,0
33,남,2000,5,전세,511,2,1410,25.2,3200,생활비,원리금균등,12,0
41,남,5800,11,월세,614,1,950,35.3,4000,사업자금,원리금균등,48,1
37,여,3700,8,월세,529,3,2740,33.1,3500,생활비,원리금균등,36,0
47,여,6600,3,자가,607,3,3800,48.0,2000,전세자금,원리금균등,48,1
39,여,4100,10,월세,548,1,1890,26.3,4300,주택구입,원리금균등,60,1
39,여,5000,7,월세,622,0,1910,13.2,4600,자동차,원금균등,60,1
34,남,4100,3,자가,653,1,1890,38.3,1700,주택구입,원리금균등,60,1
37,여,5100,3,자가,508,0,1750,30.6,4600,전세자금,원리금균등,12,1
40,남,4800,9,자가,582,1,2510,42.8,2600,자동차,원리금균등,60,1
23,남,2500,0,월세,561,0,510,32.1,4000,전세자금,만기일시,12,0
25,여,4700,0,전세,512,2,2450,55.5,3200,자동차,원금균등,60,0
44,남,5800,10,전세,645,1,1820,61.7,2700,사업자금,원리금균등,24,1
39,남,4700,10,자가,641,2,750,59.6,3900,전세자금,원리금균등,36,1
36,남,2500,1,월세,616,2,1200,29.5,2500,전세자금,원리금균등,12,0
38,여,2400,9,전세,520,0,1190,43.4,5100,의료비,원금균등,48,0
41,남,4600,12,월세,530,1,1860,26.9,5500,사업자금,원금균등,24,1
33,남,3600,3,월세,526,2,690,29.3,2200,교육비,원금균등,36,1
30,여,2300,6,자가,475,0,1570,16.5,2700,생활비,원리금균등,48,0
39,여,3700,10,전세,632,1,1910,20.6,2400,전세자금,원금균등,48,1
29,남,5000,1,자가,462,2,1090,44.4,3600,교육비,원금균등,12,0
41,남,5100,3,월세,752,1,2320,12.2,5700,주택구입,만기일시,36,1
23,여,1500,0,월세,618,1,670,38.4,1300,의료비,원금균등,12,0
47,남,4600,16,자가,627,0,850,49.3,1400,생활비,원리금균등,48,1
42,여,3000,13,자가,664,0,1540,5.7,2800,교육비,원리금균등,60,1
40,남,3600,6,자가,435,0,2280,22.5,3200,전세자금,원리금균등,48,1
46,여,3700,5,월세,763,3,2210,63.5,1800,생활비,원금균등,24,1
52,남,4500,13,전세,562,1,1220,56.7,3200,교육비,원금균등,36,1
47,여,2900,15,월세,594,2,1930,31.2,2000,주택구입,원리금균등,60,1
23,여,2100,0,전세,372,0,740,40.7,2300,생활비,원리금균등,24,0
26,여,2000,3,자가,573,3,1430,60.3,5600,생활비,원리금균등,36,0
32,여,1500,5,월세,451,0,280,21.1,2500,사업자금,만기일시,36,0
38,남,7300,1,자가,586,1,3220,17.1,2500,의료비,원리금균등,48,1
42,여,5400,9,월세,555,0,2740,29.1,3200,생활비,원리금균등,60,1
31,남,2900,5,전세,467,2,860,46.7,5100,전세자금,원리금균등,36,0
39,여,3600,5,자가,496,0,2200,49.1,2900,생활비,원리금균등,48,0
31,여,2000,3,전세,553,1,1050,24.0,2200,자동차,원금균등,36,0
32,여,5000,0,월세,447,5,800,52.9,4000,생활비,만기일시,24,0
25,여,4200,0,월세,482,0,2160,31.2,4500,주택구입,원리금균등,24,0
29,여,2800,1,전세,586,1,1240,43.7,5300,생활비,원금균등,36,0
25,여,3200,0,전세,740,1,850,14.6,2900,사업자금,원리금균등,24,1
29,남,3300,2,월세,581,1,2460,22.9,3800,교육비,만기일시,48,0
47,여,2900,13,전세,520,2,1990,24.4,4400,전세자금,원리금균등,12,0
29,남,2700,0,월세,497,2,870,33.8,3200,생활비,원리금균등,12,0
61,남,6200,30,자가,714,1,2940,33.7,5800,사업자금,원리금균등,36,1
42,여,3400,11,월세,561,2,1150,58.1,4100,자동차,원리금균등,24,1
39,남,3700,12,전세,669,1,2270,44.4,7600,생활비,원리금균등,36,0
30,남,3100,2,월세,558,4,2190,46.1,4700,생활비,원금균등,36,0
44,남,4300,14,전세,685,2,1570,26.4,1100,생활비,원금균등,48,1
32,남,3400,5,전세,533,0,2150,21.8,2400,자동차,원리금균등,60,1
39,여,2600,5,월세,657,3,1160,31.2,1300,사업자금,원금균등,48,0
61,남,4800,10,전세,584,3,1860,45.3,2100,전세자금,원리금균등,24,1
37,남,2600,2,월세,458,1,1850,27.7,2400,주택구입,원금균등,60,0
48,남,6500,13,월세,804,1,2960,54.3,4600,주택구입,원금균등,36,1
31,남,1700,2,전세,381,1,730,40.5,2400,의료비,원금균등,36,0
37,여,4800,13,전세,553,0,2650,25.7,6000,주택구입,원리금균등,36,1
53,여,7400,13,자가,588,0,2260,14.0,2100,교육비,원리금균등,24,1
32,남,3100,0,자가,731,2,1060,28.5,2500,사업자금,원리금균등,60,1
54,남,2400,11,자가,723,3,1700,29.5,1600,생활비,원리금균등,36,1
44,여,3600,6,자가,685,0,2000,52.5,6100,전세자금,원금균등,36,1
32,여,2900,3,전세,517,2,1870,43.1,6600,의료비,원리금균등,24,0
43,여,2900,16,자가,803,0,900,57.9,2800,전세자금,원리금균등,48,1
46,여,3600,13,자가,630,0,1710,13.9,1400,교육비,원리금균등,48,1
43,남,6900,9,자가,692,1,5050,66.1,2700,주택구입,원리금균등,24,1
23,남,3100,0,자가,545,3,1050,68.3,3300,사업자금,원금균등,48,0
31,여,2200,2,자가,528,0,540,21.1,2100,교육비,원리금균등,48,0
35,여,2000,7,전세,534,1,910,47.5,9700,교육비,원금균등,36,0
37,여,3100,4,전세,534,1,1180,41.6,7400,전세자금,원리금균등,36,0
43,여,3700,13,자가,650,4,900,79.4,1200,사업자금,만기일시,36,1
39,남,4600,3,전세,590,0,3140,36.9,1600,생활비,만기일시,12,1
25,남,2300,1,월세,525,0,1710,17.5,3700,주택구입,원금균등,48,0
41,남,4900,3,자가,684,0,2400,23.0,1700,주택구입,만기일시,36,1
43,여,7100,12,전세,393,1,4360,54.3,3200,생활비,원리금균등,36,1
43,남,5600,15,월세,671,2,3720,32.5,3000,주택구입,만기일시,60,1
47,남,4600,10,월세,653,1,2620,20.5,2900,주택구입,원금균등,12,1
45,남,4300,11,자가,689,1,750,40.2,4900,의료비,만기일시,24,1
42,남,3800,14,전세,602,2,920,42.6,7400,사업자금,원금균등,24,0
37,여,4900,8,자가,605,1,940,31.5,3600,전세자금,원금균등,12,1
23,여,1800,0,월세,596,0,280,11.6,1600,의료비,원리금균등,24,0
41,여,3800,6,월세,687,1,1260,54.5,3200,생활비,원리금균등,60,1
39,여,3600,12,전세,571,1,1380,25.1,2200,전세자금,원리금균등,24,1
40,여,3200,6,월세,583,1,940,35.9,8100,사업자금,만기일시,48,0
26,남,1900,2,전세,663,2,350,26.4,4200,생활비,원리금균등,24,0
28,남,3300,1,월세,368,1,1540,28.8,3600,자동차,원금균등,36,0
47,남,4600,10,전세,540,1,1440,14.7,4100,생활비,원리금균등,60,1
37,여,4000,11,자가,712,0,2510,24.7,2900,생활비,원리금균등,24,1
44,남,3800,5,전세,650,2,580,39.9,5600,생활비,만기일시,48,0
38,남,5600,6,전세,627,0,3670,49.2,2200,교육비,만기일시,60,1
38,남,3000,5,자가,519,3,2160,62.0,4800,사업자금,원금균등,36,0
46,남,7800,16,월세,587,1,4520,48.5,6600,사업자금,원리금균등,36,1
33,남,2000,3,전세,487,1,1180,21.7,1900,사업자금,원리금균등,48,0
38,남,4500,11,월세,723,3,3190,51.8,3500,주택구입,원리금균등,48,1
33,여,3500,7,전세,519,1,960,24.8,3600,사업자금,원리금균등,24,1
34,여,2500,2,자가,543,0,1860,4.3,1700,전세자금,원리금균등,36,1
35,여,3700,3,월세,491,1,2270,44.7,1500,생활비,원리금균등,36,1
39,여,5300,5,전세,645,1,3100,32.4,1800,사업자금,원리금균등,24,1
33,여,1500,4,전세,491,1,540,34.7,2900,생활비,원금균등,60,0
49,남,5700,6,전세,579,0,2720,23.8,3600,생활비,원리금균등,36,1
29,남,1500,1,월세,385,1,810,36.4,2400,자동차,원리금균등,36,0
36,남,2800,9,월세,443,2,1460,60.4,7800,사업자금,원리금균등,36,0
34,여,5200,4,전세,572,1,2970,32.4,5000,사업자금,만기일시,24,1
51,남,4300,20,자가,536,1,850,33.8,3700,전세자금,원리금균등,24,1
39,남,2800,2,월세,706,1,1010,28.3,2400,전세자금,원리금균등,36,1
47,여,4100,17,자가,461,3,1680,34.9,3100,사업자금,원리금균등,36,1
24,남,5000,0,월세,485,2,1530,47.9,5200,자동차,만기일시,24,0
40,여,2100,4,월세,542,2,530,25.3,4700,전세자금,원금균등,12,0
46,여,3100,13,전세,566,1,720,27.3,4700,의료비,원금균등,36,1
38,남,6100,4,월세,492,4,2250,52.2,2500,의료비,원리금균등,48,1
47,여,7600,18,전세,589,1,3390,15.3,2300,전세자금,원금균등,60,1
33,남,3300,5,월세,478,4,610,66.5,1400,자동차,원금균등,24,1
50,남,3400,8,월세,551,2,2440,33.6,3900,전세자금,원금균등,36,0
58,남,10700,12,자가,823,2,6510,30.1,1400,전세자금,만기일시,60,1
34,여,5100,5,자가,582,3,3000,65.1,2900,생활비,원리금균등,36,1
33,여,3800,3,전세,647,2,960,39.4,2400,사업자금,원리금균등,60,1
51,여,3600,20,전세,676,1,1840,27.5,3300,교육비,만기일시,60,1
52,남,5100,19,자가,735,1,2380,19.0,5300,자동차,원금균등,24,1
33,남,3300,8,자가,349,1,2440,53.4,5900,자동차,원리금균등,24,0
34,여,3500,4,전세,530,1,2090,39.2,4200,생활비,원리금균등,24,1
35,남,5600,6,월세,690,3,2770,31.9,2000,주택구입,만기일시,24,1
25,남,3600,0,월세,490,1,2370,31.1,2900,주택구입,원리금균등,60,0
29,여,1900,1,전세,664,2,460,29.2,1900,주택구입,원리금균등,60,1
28,남,4600,2,전세,674,5,730,38.4,2100,사업자금,원리금균등,12,1
31,남,3600,4,전세,518,0,2030,39.4,3800,주택구입,만기일시,36,1
37,여,4200,5,자가,526,2,870,50.2,1800,사업자금,만기일시,36,1
40,여,5700,7,자가,510,0,1240,44.2,2300,전세자금,원리금균등,36,1
51,남,3600,8,월세,525,0,2140,27.0,1700,주택구입,원금균등,36,1
29,남,3100,2,월세,442,2,960,24.2,4100,생활비,원리금균등,60,0
46,남,3900,4,자가,593,0,2050,24.0,2500,교육비,원리금균등,24,1
36,남,2300,10,자가,456,1,1610,37.9,900,생활비,원금균등,24,1
37,여,3800,7,전세,621,0,1290,48.3,6700,생활비,원리금균등,12,1
44,여,8600,8,전세,676,2,2410,64.1,4900,자동차,원리금균등,36,1
27,남,1700,0,전세,384,1,360,60.8,1000,의료비,원금균등,36,1
41,여,3700,7,자가,695,1,840,17.6,4300,자동차,원리금균등,36,1
39,여,4400,2,자가,595,0,820,7.4,6400,생활비,원리금균등,36,1
42,남,4400,10,전세,653,2,890,35.2,2700,주택구입,원금균등,48,1
40,남,3900,8,전세,518,0,1590,14.9,3200,의료비,원금균등,36,1
60,남,4000,13,전세,654,2,1370,23.3,2500,자동차,원리금균등,36,1
32,남,3600,2,전세,636,1,2060,48.4,3800,사업자금,원리금균등,48,1
33,여,2400,10,월세,566,1,1610,31.1,5000,주택구입,원금균등,48,0
32,남,1700,2,월세,687,1,1050,31.0,1600,생활비,만기일시,24,1
33,여,4400,4,자가,567,1,2060,23.7,2100,생활비,원리금균등,36,1
32,남,4500,6,자가,666,1,950,12.1,3100,사업자금,만기일시,48,1
48,남,4900,8,전세,612,1,2820,29.3,3500,생활비,원금균등,12,1
50,남,5300,21,자가,704,1,1940,45.0,3600,의료비,원금균등,36,1
32,남,4700,1,전세,418,1,940,32.6,2700,생활비,원리금균등,36,1
30,남,3400,1,전세,568,2,2220,56.5,1900,자동차,원리금균등,24,0
42,여,5100,9,전세,537,0,1790,25.8,4900,생활비,원리금균등,24,1
33,남,3200,3,전세,479,3,890,38.5,1600,전세자금,원리금균등,36,1
43,남,6500,15,전세,779,2,4370,33.9,2300,생활비,만기일시,48,1
39,여,4000,2,월세,532,3,2760,36.2,3000,자동차,원리금균등,48,0
24,남,2800,0,전세,447,1,980,35.1,3800,사업자금,원금균등,60,0
51,남,3400,20,전세,605,1,1230,28.2,2500,생활비,원리금균등,12,1
54,여,5400,7,자가,484,0,2680,18.7,4300,교육비,원금균등,24,1
32,남,2600,4,자가,660,0,1530,39.1,5600,전세자금,원리금균등,48,0
34,남,2900,1,전세,478,2,540,25.4,2100,교육비,원리금균등,36,1
40,남,3200,3,자가,589,1,1610,15.9,3600,교육비,원리금균등,36,1
41,남,3000,9,자가,683,0,2160,21.8,3300,교육비,원금균등,24,1
43,남,8300,3,자가,557,2,2550,46.7,2500,생활비,원리금균등,24,1
56,남,8300,15,전세,700,1,5770,37.2,1100,생활비,원리금균등,36,1
36,남,6700,2,월세,494,1,4820,23.0,3500,의료비,원리금균등,24,0
30,여,1900,5,자가,739,0,590,24.6,3700,전세자금,만기일시,60,1
25,남,2800,1,월세,607,2,1680,51.6,5100,주택구입,원금균등,24,0
31,남,2200,3,자가,521,1,640,38.8,2500,자동차,원금균등,60,0
37,여,2800,6,전세,496,1,1650,11.5,2100,주택구입,원금균등,48,1
54,남,4000,9,자가,575,2,2510,49.9,1800,자동차,원리금균등,36,1
33,남,5000,6,전세,552,3,1490,41.0,600,교육비,원금균등,48,1
40,여,3300,13,월세,754,1,1910,34.8,2400,자동차,원리금균등,48,1
37,남,5300,4,월세,474,1,3370,39.4,11900,주택구입,원리금균등,24,0
48,남,5800,10,자가,618,0,2110,28.2,5600,전세자금,원금균등,36,1
60,남,11800,8,월세,656,2,2950,26.5,1800,전세자금,원금균등,36,1
33,여,1900,0,자가,509,2,380,20.1,2300,전세자금,원리금균등,36,0
33,여,4500,3,월세,551,0,2220,38.5,2300,생활비,원리금균등,36,0
47,여,6100,16,자가,631,1,4490,31.6,6000,전세자금,원금균등,36,1
44,남,3300,9,자가,647,2,2120,12.8,9100,전세자금,원금균등,36,0
54,여,6700,3,자가,630,0,2750,53.8,3100,전세자금,원리금균등,36,1
43,남,4800,10,자가,631,2,2260,46.4,3400,자동차,원리금균등,36,1
34,여,2900,7,월세,321,3,920,32.1,3800,전세자금,만기일시,36,0
43,여,3100,5,월세,579,0,760,40.0,2900,주택구입,원금균등,60,1
47,남,3800,2,전세,415,2,1660,49.5,3400,사업자금,만기일시,36,0
45,남,8400,6,전세,665,1,3590,45.4,3000,자동차,원리금균등,48,1
42,여,3900,11,전세,711,4,1800,75.2,3800,주택구입,원리금균등,36,1
47,남,6000,6,자가,515,1,4330,29.0,1100,사업자금,원리금균등,36,1
48,여,3500,8,자가,554,2,1790,19.2,2300,생활비,원금균등,36,1
50,남,3900,13,자가,556,0,2000,44.5,1600,주택구입,원리금균등,12,1
43,남,6000,6,자가,688,1,1360,47.5,4200,교육비,원리금균등,60,1
36,여,2200,5,자가,554,0,1640,5.8,2000,교육비,원리금균등,12,1
39,여,3200,10,자가,720,3,1960,46.3,1300,사업자금,원금균등,36,1
48,여,4400,4,자가,597,1,2970,17.1,1200,자동차,원리금균등,24,1
30,남,3300,0,자가,552,1,1310,32.1,3700,교육비,원금균등,12,0
41,남,3900,5,월세,569,2,1750,19.8,1800,의료비,만기일시,48,1
34,여,3500,3,자가,615,0,1620,50.5,2700,전세자금,원금균등,36,1
38,남,4800,8,전세,448,3,1270,44.5,6600,사업자금,원리금균등,48,0
49,여,5600,12,전세,622,0,3150,14.9,3600,전세자금,만기일시,24,1
39,여,2700,4,전세,541,2,1860,55.5,2300,생활비,원리금균등,24,0
38,남,3600,2,자가,604,1,890,57.2,1600,전세자금,원리금균등,24,1
25,남,3900,1,전세,528,2,780,38.0,3700,자동차,만기일시,36,0
44,남,5800,1,자가,479,2,3430,27.9,2800,자동차,원리금균등,48,1
43,남,2900,5,자가,554,1,910,26.8,4000,교육비,원리금균등,36,1
57,여,5800,5,자가,496,0,3040,9.1,900,생활비,원리금균등,36,1
35,남,2000,2,전세,375,2,1130,31.5,5200,전세자금,원리금균등,60,0
39,여,3600,2,전세,604,0,1230,35.9,1200,생활비,원금균등,24,1
40,남,7200,2,전세,628,1,4600,46.0,2300,주택구입,원리금균등,36,1
52,여,3600,5,자가,598,0,1720,50.3,6000,교육비,원금균등,36,0
37,남,3000,8,전세,674,1,2010,20.5,900,전세자금,원금균등,12,1
40,여,4600,4,월세,512,0,2790,32.3,2800,자동차,원리금균등,24,1
43,여,2500,5,자가,435,1,1670,26.0,2600,생활비,원리금균등,12,0
39,남,3300,4,월세,547,0,530,28.7,2900,전세자금,원리금균등,60,1
33,여,3700,6,월세,539,1,1090,19.1,3500,사업자금,원금균등,36,1
39,남,3300,2,전세,475,1,670,52.9,3000,생활비,원금균등,48,0
47,여,4000,14,자가,603,0,1660,37.2,1500,주택구입,만기일시,36,1
28,여,3300,3,전세,499,2,2250,61.6,3100,생활비,원리금균등,36,1
39,여,4100,10,자가,444,1,1760,25.2,2900,사업자금,원리금균등,48,1
31,여,3100,1,자가,500,1,2040,34.2,2900,의료비,원리금균등,60,0
48,남,4300,3,자가,467,2,1480,24.9,8500,자동차,원리금균등,12,0
24,여,2500,0,전세,543,2,880,28.3,5800,의료비,원리금균등,36,0
32,남,3200,5,전세,504,0,2190,13.7,7400,교육비,만기일시,48,0
41,남,4800,3,월세,651,3,1940,53.9,3500,교육비,원리금균등,60,1
52,남,4400,2,자가,682,1,2740,39.1,7300,사업자금,만기일시,60,0
37,남,3600,6,월세,620,0,1050,46.1,1900,전세자금,원리금균등,36,1
33,남,2600,2,월세,411,1,1870,37.0,2500,전세자금,만기일시,24,0
54,남,5300,17,월세,758,0,2620,46.0,2200,자동차,원리금균등,24,1
24,여,1700,1,월세,648,0,1020,14.3,2300,생활비,만기일시,60,0
23,여,1500,0,전세,516,0,300,35.3,3000,생활비,원리금균등,36,0
41,남,4500,4,자가,670,0,2000,34.2,3300,의료비,만기일시,24,1
33,남,3700,3,전세,507,1,2550,29.3,3700,생활비,원리금균등,60,1
28,남,3800,3,월세,403,0,2560,41.4,7100,의료비,원리금균등,24,0
44,여,3500,6,월세,504,2,620,50.6,1300,자동차,원리금균등,48,1
40,남,4600,13,월세,749,2,1520,24.8,1600,주택구입,원리금균등,36,1
32,남,4000,2,전세,430,1,1660,20.0,800,사업자금,원금균등,12,0
26,남,3200,1,전세,536,1,810,55.0,1900,자동차,만기일시,36,1
45,여,3200,16,자가,614,2,1880,45.4,2400,주택구입,원금균등,24,1
43,남,4600,9,자가,549,0,1190,25.0,2100,자동차,원금균등,36,1
37,여,3800,3,전세,517,2,1360,24.4,1600,자동차,원리금균등,36,1
54,여,5000,1,전세,560,1,2730,49.7,3100,주택구입,원금균등,12,1
28,남,1600,3,월세,486,0,700,27.3,2400,생활비,원리금균등,60,0
24,여,2400,0,월세,410,1,1420,43.9,1900,주택구입,만기일시,36,0
31,여,5600,2,월세,583,0,4060,5.0,3200,주택구입,원리금균등,24,1
37,여,3100,13,전세,681,0,680,39.6,2200,생활비,원금균등,24,1
40,남,3300,10,월세,652,1,1890,45.0,5300,자동차,원리금균등,24,0
35,남,4100,5,자가,501,1,1180,45.2,2700,주택구입,원리금균등,60,1
41,여,4100,7,월세,475,1,1630,19.2,2500,교육비,원리금균등,24,1
26,남,4100,1,월세,523,1,690,27.0,3400,주택구입,원리금균등,36,1
50,남,3400,7,자가,694,1,780,37.4,1100,전세자금,원리금균등,60,1
37,여,4300,2,자가,604,0,1470,51.8,5500,사업자금,원리금균등,36,0
48,남,5700,16,월세,693,1,2020,12.0,4400,교육비,원금균등,36,1
41,남,4000,8,자가,651,0,2750,17.7,2000,전세자금,원리금균등,60,1
42,남,4700,4,전세,600,1,2790,27.6,1700,주택구입,만기일시,48,1
43,여,5400,10,자가,613,0,3950,41.8,1800,교육비,원리금균등,24,1
42,남,5500,2,전세,617,0,2800,35.3,1400,주택구입,원리금균등,36,1
43,남,3100,13,월세,552,0,910,37.0,1200,생활비,원금균등,60,1
49,여,5800,18,자가,534,1,2010,45.2,1400,전세자금,원리금균등,36,1
39,남,3900,7,전세,631,0,1330,44.3,700,자동차,원리금균등,48,1
44,여,4100,4,월세,660,0,1410,16.0,2500,생활비,원금균등,60,1
37,여,3500,2,월세,455,2,1930,36.2,2800,사업자금,원리금균등,48,0
50,남,4800,15,월세,688,1,2240,49.6,5600,사업자금,원금균등,24,1
31,여,4100,5,전세,700,3,1560,53.0,4900,교육비,원리금균등,24,1
54,여,4800,26,자가,677,1,1140,35.3,2000,주택구입,원리금균등,36,1
37,남,2700,6,전세,491,1,440,50.0,2600,주택구입,원금균등,24,1
25,여,2100,0,월세,530,3,590,43.8,5200,전세자금,원금균등,60,0
39,남,4200,6,자가,527,0,900,23.2,2300,주택구입,원리금균등,36,1
31,여,4200,2,전세,502,3,2600,39.6,3200,자동차,원금균등,36,0
45,여,5000,3,자가,599,2,1080,14.0,2200,사업자금,만기일시,48,1
32,여,2300,4,전세,414,0,1340,37.5,3000,자동차,원리금균등,36,0
33,여,6500,4,월세,469,0,2470,25.5,3100,자동차,원리금균등,36,1
23,여,2300,0,자가,524,1,440,13.4,2500,교육비,만기일시,12,0
33,남,5100,3,전세,564,0,3250,30.6,5100,전세자금,원리금균등,36,1
23,남,2400,0,월세,551,0,1190,21.7,1900,의료비,원리금균등,60,1
23,여,2500,0,전세,675,1,720,27.9,3100,주택구입,원리금균등,48,1
44,남,5700,7,전세,600,0,3910,12.7,7300,자동차,원금균등,36,1
45,남,6600,5,월세,638,2,1160,49.4,3500,전세자금,만기일시,24,1
41,남,5700,10,월세,528,2,1540,18.2,2000,자동차,원금균등,48,1
29,남,4000,2,전세,611,0,2400,56.7,3500,전세자금,만기일시,60,0
37,여,3100,10,자가,538,1,1780,25.6,10100,자동차,원리금균등,36,0
37,여,2900,7,자가,569,0,930,54.3,3000,의료비,원리금균등,48,1
27,남,3200,1,월세,528,2,590,36.5,4400,자동차,원금균등,36,0
51,남,6700,3,전세,664,0,4450,30.6,3000,자동차,만기일시,36,1
45,여,3900,8,전세,474,1,1310,14.2,3400,생활비,원리금균등,48,1
36,여,4600,8,전세,403,3,1230,69.1,2800,주택구입,원리금균등,12,1
38,남,6100,5,자가,568,3,2800,24.4,1800,의료비,원리금균등,36,1
39,남,3000,8,전세,607,1,2080,47.7,3600,사업자금,원리금균등,24,1
23,남,2000,0,전세,532,2,350,64.7,1600,사업자금,원리금균등,36,0
35,남,3500,5,월세,658,0,2130,31.4,2500,주택구입,원리금균등,36,1
31,여,3200,3,전세,581,2,1570,65.6,7800,생활비,만기일시,12,0
28,남,2600,2,전세,490,2,1050,70.1,2800,주택구입,원리금균등,36,0
35,남,5500,3,전세,383,1,3280,55.5,1800,전세자금,원금균등,24,0
54,여,5600,12,자가,597,1,4080,53.7,3300,주택구입,원리금균등,48,1
43,남,4400,3,자가,641,0,1260,31.5,2200,생활비,원리금균등,24,1
32,남,2200,7,자가,525,2,510,26.1,3100,전세자금,원금균등,48,0
43,여,2600,5,자가,553,0,1810,19.4,1600,사업자금,만기일시,36,1
50,남,5400,18,자가,677,1,2970,28.3,4400,주택구입,원리금균등,60,1
46,남,2400,19,자가,537,0,990,39.9,3100,사업자금,만기일시,60,0
38,남,5300,11,월세,657,1,2610,31.9,1800,교육비,원금균등,24,1
32,여,2800,1,전세,663,3,1670,42.8,3500,전세자금,원리금균등,12,0
44,여,10800,7,전세,629,1,6620,17.7,7800,교육비,원리금균등,48,1
41,남,8400,6,전세,523,0,5890,24.0,2000,교육비,원금균등,36,1
46,여,4000,9,전세,579,2,1620,35.6,4300,생활비,원리금균등,12,1
43,남,4200,14,월세,434,1,1360,34.9,3600,생활비,원리금균등,24,1
47,남,6400,8,자가,630,0,3410,27.7,3600,전세자금,원리금균등,36,1
33,여,5100,4,월세,607,3,2030,27.3,4700,사업자금,원리금균등,60,0
49,남,3000,14,월세,734,3,1520,60.1,2600,전세자금,만기일시,60,1
39,남,2300,9,월세,552,2,920,30.9,3200,주택구입,원리금균등,24,1
56,여,4200,17,자가,659,1,1010,36.5,3100,사업자금,원리금균등,36,1
31,남,3900,2,전세,480,1,1680,22.1,1900,생활비,원리금균등,12,1
53,남,6100,5,자가,557,0,3440,9.8,3700,의료비,원금균등,36,1
39,남,5500,4,전세,452,2,3460,36.5,2500,주택구입,원금균등,48,1
32,남,2300,5,월세,532,2,1020,64.2,7400,교육비,만기일시,48,0
33,남,1700,4,전세,512,2,420,31.9,2300,생활비,원금균등,36,0
35,남,4700,5,전세,595,1,1870,38.3,1500,주택구입,원금균등,12,1
41,남,3200,5,전세,507,0,1980,37.4,5200,주택구입,원리금균등,36,0
42,남,2300,15,자가,604,1,910,49.2,2000,의료비,원리금균등,60,1
32,남,3500,7,월세,543,3,1980,61.1,1600,생활비,원금균등,24,1
37,여,4300,5,월세,541,1,1950,58.6,3600,사업자금,원금균등,36,0
57,남,5400,4,자가,580,0,1590,28.7,5800,교육비,만기일시,48,1
53,여,4200,28,전세,685,1,2630,52.0,4300,사업자금,원금균등,48,1
41,여,3600,17,자가,681,2,720,47.0,2200,주택구입,원리금균등,60,1
38,여,3100,11,전세,576,1,1440,38.7,3100,의료비,원리금균등,36,1
39,남,2600,5,월세,523,2,710,54.8,2500,교육비,원리금균등,36,1
43,남,3500,8,월세,560,0,660,26.7,6800,전세자금,원리금균등,36,0
28,남,3500,3,전세,492,1,1580,51.0,2400,사업자금,원리금균등,60,1
35,남,4000,4,전세,531,2,1790,38.5,3100,의료비,원리금균등,48,1
23,남,2700,0,전세,689,2,1550,44.3,3200,의료비,원리금균등,48,1
41,남,3100,3,전세,472,0,1850,38.8,1600,전세자금,원금균등,24,1
43,남,4100,12,자가,578,1,2400,26.3,2700,교육비,원리금균등,48,1
33,여,1600,6,전세,515,2,630,39.2,2700,주택구입,원금균등,36,0
52,여,5000,10,자가,580,4,2640,34.5,5900,주택구입,원리금균등,12,1
26,남,4400,0,전세,517,1,2180,57.5,3300,생활비,원리금균등,12,1
24,남,1700,0,전세,539,2,680,18.0,2400,주택구입,만기일시,48,0
40,여,3100,3,월세,409,2,1570,25.9,2700,사업자금,원리금균등,36,1
47,여,4800,14,전세,700,0,3440,26.8,2900,전세자금,만기일시,60,1
53,남,7700,11,자가,682,4,2040,65.3,2900,주택구입,원리금균등,48,1
33,여,2700,6,자가,457,3,1870,34.6,4700,전세자금,원리금균등,12,0
47,남,3800,2,전세,366,0,690,25.9,4800,주택구입,원리금균등,48,1
37,남,2100,8,자가,482,1,700,16.2,1800,의료비,원리금균등,24,1
36,남,3800,6,전세,548,4,1220,43.7,5100,교육비,원리금균등,36,0
45,여,7700,11,월세,838,3,4040,49.3,4300,전세자금,원금균등,36,1
43,남,4700,4,전세,610,2,1070,64.1,2900,교육비,원리금균등,60,1
